Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases,Purchase_Freq_Per_Year,Est_Tenure_Years,Total_Spend_Proxy,Promo_Reliant,Promo_Dependency_Score,Satisfaction_Flag,LoyaltyA_raw,LoyaltyB_raw,Loyalty_Tier,Value_Tier
389,22,Male,Handbag,Accessories,82,Washington,M,Orange,Summer,2.7,Yes,Store Pickup,Yes,10,PayPal,Quarterly,4,2.5,902,1,0.6,Low,-0.8640035080958235,-1.8147368734612979,Low,Silver
390,27,Male,Boots,Footwear,42,Virginia,L,Purple,Spring,4.2,Yes,Standard,Yes,28,Bank Transfer,Monthly,12,2.3333333333333335,1218,1,0.6,High,0.8578363350716025,0.24303456578898397,High,Silver
391,25,Male,Gloves,Accessories,71,Indiana,M,Indigo,Winter,3.2,Yes,2-Day Shipping,Yes,19,PayPal,Annually,1,10.0,1420,1,0.6,Medium,-0.4195111594394345,0.8784500441698504,Medium,Gold
392,37,Male,Sweater,Clothing,86,Minnesota,L,Gray,Spring,4.8,Yes,Standard,Yes,25,Cash,Fortnightly,26,0.9615384615384616,2236,1,0.6,High,1.483037711432122,0.7194134174343033,High,Gold
393,26,Male,T-shirt,Clothing,82,Idaho,XL,Black,Spring,3.3,Yes,Next Day Air,Yes,38,Credit Card,Annually,1,10.0,3198,1,0.6,Medium,0.895629380690045,1.018586664293223,High,Platinum
394,33,Male,Shoes,Footwear,65,Vermont,L,Maroon,Fall,4.2,Yes,Standard,Yes,6,PayPal,Fortnightly,26,0.23076923076923078,455,1,0.6,High,0.1678971713026426,-0.3155477008611737,Medium,Bronze
395,43,Male,Scarf,Accessories,29,North Dakota,M,Beige,Spring,4.8,Yes,Store Pickup,Yes,7,Debit Card,Bi-Weekly,26,0.2692307692307692,232,1,0.6,High,0.23711509446735202,0.5354899881714464,Medium,Bronze
396,37,Male,Sneakers,Footwear,65,Rhode Island,L,Brown,Winter,4.9,Yes,Store Pickup,Yes,2,PayPal,Annually,1,2.0,195,1,0.6,High,-1.596215853239495,1.1354351814519625,Low,Bronze
397,46,Male,Dress,Clothing,88,South Carolina,S,Black,Fall,3.9,Yes,Standard,Yes,24,Bank Transfer,Annually,1,10.0,2200,1,0.6,Medium,-0.07342154361588715,1.859406385033463,Medium,Gold
398,22,Male,Belt,Accessories,46,Mississippi,M,Indigo,Fall,3.0,Yes,Free Shipping,Yes,26,Cash,Annually,1,10.0,1242,1,0.6,Low,0.0650143027135317,0.5981768039231035,Medium,Silver
399,20,Male,Boots,Footwear,67,Montana,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,25,Debit Card,Quarterly,4,6.25,1742,1,0.6,High,0.17426533937481825,1.8441108173899345,Medium,Gold
400,60,Male,Scarf,Accessories,35,Idaho,L,Blue,Fall,3.5,Yes,2-Day Shipping,Yes,10,Debit Card,Monthly,12,0.8333333333333334,385,1,0.6,Medium,-0.38808628189316763,-1.1364225384774858,Medium,Bronze
401,39,Male,Boots,Footwear,66,Utah,M,Green,Winter,4.8,Yes,Free Shipping,Yes,14,PayPal,Fortnightly,26,0.5384615384615384,990,1,0.6,High,0.7216405566203181,0.6070157662181129,Medium,Silver
402,43,Male,T-shirt,Clothing,91,Oklahoma,L,Orange,Fall,4.8,Yes,Standard,Yes,21,Cash,Quarterly,4,5.25,2002,1,0.6,High,-0.10260635328401957,1.8587168820347773,Medium,Gold
403,31,Male,Backpack,Accessories,78,California,L,Cyan,Fall,3.0,Yes,Express,Yes,26,PayPal,Monthly,12,2.1666666666666665,2106,1,0.6,Low,0.7194004887421837,-1.4828827382918133,Medium,Gold
404,19,Male,Sneakers,Footwear,45,Nevada,M,Orange,Winter,4.5,Yes,Next Day Air,Yes,12,Bank Transfer,Annually,1,10.0,585,1,0.6,High,-0.9040366215924007,2.700226105773703,Low,Bronze
405,35,Male,T-shirt,Clothing,93,Delaware,M,Indigo,Spring,4.8,Yes,Store Pickup,Yes,11,Credit Card,Monthly,12,0.9166666666666666,1116,1,0.6,High,-0.3188683587284582,0.7074924544265254,Medium,Silver
406,41,Male,Jeans,Clothing,74,South Carolina,S,Silver,Summer,3.8,Yes,Standard,Yes,15,Cash,Annually,1,10.0,1184,1,0.6,Medium,-0.6963828520982722,1.7192697649100896,Low,Silver
407,52,Male,Gloves,Accessories,55,Maryland,M,Peach,Spring,4.6,Yes,Express,Yes,13,Cash,Monthly,12,1.0833333333333333,770,1,0.6,High,-0.18043251239903935,0.4714970767800959,Medium,Silver
408,45,Male,Hoodie,Clothing,76,North Carolina,XL,Teal,Spring,3.1,Yes,Next Day Air,Yes,5,Credit Card,Bi-Weekly,26,0.19230769230769232,456,1,0.6,Medium,0.09867924813793294,-1.8672684905106611,Medium,Bronze
409,34,Male,Sneakers,Footwear,66,Alabama,L,White,Spring,3.4,Yes,Express,Yes,36,Cash,Fortnightly,26,1.3846153846153846,2442,1,0.6,Medium,2.244434866243926,-1.1301016130767325,High,Platinum
410,35,Male,Shorts,Clothing,51,Minnesota,M,Brown,Winter,3.3,Yes,2-Day Shipping,Yes,32,Bank Transfer,Monthly,12,2.6666666666666665,1683,1,0.6,Medium,1.1347080277304402,-0.9296392901207415,High,Gold
411,29,Male,Sweater,Clothing,26,Virginia,L,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,1,Credit Card,Quarterly,4,0.25,52,1,0.6,High,-1.4869648165782086,0.530381004025256,Low,Bronze
412,59,Male,Jeans,Clothing,29,Michigan,M,Indigo,Summer,2.8,Yes,Express,Yes,15,PayPal,Annually,1,10.0,464,1,0.6,Low,-0.6963828520982722,0.31790356367635675,Low,Bronze
413,24,Male,Jacket,Outerwear,74,Maine,M,Yellow,Summer,3.1,Yes,Store Pickup,Yes,3,Bank Transfer,Weekly,52,0.057692307692307696,296,1,0.6,Medium,1.506974386967146,-1.9030313795339944,High,Bronze
414,70,Male,Jewelry,Accessories,99,Nevada,S,White,Summer,4.6,Yes,Free Shipping,Yes,48,Cash,Monthly,12,4.0,4851,1,0.6,High,2.2421947983657917,1.24635967228565,High,Platinum
415,29,Male,Backpack,Accessories,88,Wyoming,L,Violet,Winter,2.6,Yes,Store Pickup,Yes,30,Debit Card,Weekly,52,0.5769230769230769,2728,1,0.6,Low,3.375858312414301,-2.465771908203718,High,Platinum
416,67,Male,Coat,Outerwear,31,Connecticut,M,Lavender,Winter,2.6,Yes,Express,Yes,40,Bank Transfer,Monthly,12,3.3333333333333335,1271,1,0.6,Low,1.6884514130481159,-1.7334841805830845,High,Silver
417,36,Male,Belt,Accessories,55,Oregon,L,Olive,Spring,3.8,Yes,Free Shipping,Yes,24,Bank Transfer,Fortnightly,26,0.9230769230769231,1375,1,0.6,Medium,1.4138197882674126,-0.6921707520918106,High,Gold
418,23,Male,Sandals,Footwear,81,Mississippi,L,Beige,Fall,4.5,Yes,Free Shipping,Yes,48,Debit Card,Quarterly,4,10.0,3969,1,0.6,High,1.7662775721631356,2.700226105773703,High,Platinum
419,18,Male,Sweater,Clothing,73,Illinois,L,Purple,Spring,3.0,Yes,Standard,Yes,27,Venmo,Bi-Weekly,26,1.0384615384615385,2044,1,0.6,Low,1.621473557761541,-1.782609808201654,High,Gold
420,53,Male,Shorts,Clothing,91,Utah,S,Teal,Winter,3.8,Yes,Free Shipping,Yes,14,Credit Card,Quarterly,4,3.5,1365,1,0.6,Medium,-0.5871318154369858,-0.007566876502288114,Low,Gold
421,32,Male,Socks,Clothing,54,North Carolina,S,Peach,Spring,3.8,Yes,Free Shipping,Yes,18,Debit Card,Bi-Weekly,26,0.6923076923076923,1026,1,0.6,Medium,0.9985122492791558,-0.7534785618460962,High,Silver
422,38,Male,Shirt,Clothing,40,Kentucky,M,Violet,Winter,3.5,Yes,Standard,Yes,48,Cash,Bi-Weekly,26,1.8461538461538463,1960,1,0.6,Medium,3.0750499442204395,-0.8673493734447878,High,Gold
423,47,Male,Pants,Clothing,59,Minnesota,M,Purple,Fall,3.1,Yes,Store Pickup,Yes,32,Debit Card,Annually,1,10.0,1947,1,0.6,Medium,0.4803218417017884,0.7383134240464769,Medium,Gold
424,46,Male,Scarf,Accessories,26,New York,L,Teal,Spring,3.0,Yes,Store Pickup,Yes,21,Credit Card,Bi-Weekly,26,0.8076923076923077,572,1,0.6,Low,1.2061660187732843,-1.8439176179559396,High,Bronze
425,66,Male,Sweater,Clothing,23,Illinois,M,Gold,Winter,4.3,Yes,Standard,Yes,42,PayPal,Fortnightly,26,1.6153846153846154,989,1,0.6,High,2.6597424052321825,0.19243577778791265,High,Silver
426,40,Male,Jeans,Clothing,87,North Dakota,S,Teal,Winter,3.3,Yes,Store Pickup,Yes,4,Credit Card,Quarterly,4,1.0,435,1,0.6,Medium,-1.2793110470840805,-1.3724179161239152,Low,Bronze
427,43,Male,Pants,Clothing,71,Louisiana,M,Violet,Winter,4.7,Yes,Express,Yes,19,Credit Card,Quarterly,4,4.75,1420,1,0.6,High,-0.24104219961343842,1.5857466741104522,Medium,Gold
428,58,Male,Backpack,Accessories,91,Illinois,L,Black,Winter,4.5,Yes,Store Pickup,Yes,6,Credit Card,Quarterly,4,1.5,637,1,0.6,High,-1.1408752007546612,0.44205511315751667,Low,Bronze
429,21,Male,Coat,Outerwear,64,Wyoming,XL,Gold,Winter,2.9,Yes,Free Shipping,Yes,2,Debit Card,Fortnightly,26,0.07692307692307693,192,1,0.6,Low,-0.10897452135619545,-2.178195635634551,Medium,Bronze
430,42,Male,Sandals,Footwear,94,Washington,M,Gold,Winter,4.1,Yes,2-Day Shipping,Yes,21,Cash,Fortnightly,26,0.8076923076923077,2068,1,0.6,High,1.2061660187732843,-0.3024147965988339,High,Gold
431,24,Male,Shirt,Clothing,40,Texas,M,Brown,Summer,3.5,Yes,Store Pickup,Yes,40,Debit Card,Annually,1,10.0,1640,1,0.6,Medium,1.0340652270194641,1.29885990453997,High,Gold
432,43,Male,Hat,Accessories,76,New Hampshire,L,Cyan,Winter,3.4,Yes,Store Pickup,Yes,33,Cash,Fortnightly,26,1.2692307692307692,2584,1,0.6,Medium,2.0367810967497975,-1.1607555179538753,High,Platinum
433,47,Male,Shirt,Clothing,86,Indiana,S,Indigo,Fall,3.3,Yes,Free Shipping,Yes,26,Venmo,Weekly,52,0.5,2322,1,0.6,Medium,3.0989866197554634,-1.5052515039248673,High,Platinum
434,49,Male,Skirt,Clothing,92,Alabama,M,Orange,Fall,3.2,Yes,Store Pickup,Yes,23,Credit Card,Fortnightly,26,0.8846153846153846,2208,1,0.6,Medium,1.3446018651027032,-1.5432084411244307,High,Gold
435,50,Male,Shoes,Footwear,52,Oklahoma,L,Pink,Spring,4.0,Yes,Store Pickup,Yes,39,PayPal,Quarterly,4,9.75,2080,1,0.6,Medium,1.1433162636807506,1.9331262112563603,High,Gold
436,51,Male,Coat,Outerwear,28,Montana,XL,Olive,Winter,3.6,Yes,Next Day Air,Yes,42,Bank Transfer,Monthly,12,3.5,1204,1,0.6,Medium,1.8268872593775347,-0.2878401167490343,High,Silver
437,40,Male,Pants,Clothing,46,Tennessee,L,Cyan,Summer,4.6,Yes,Free Shipping,Yes,41,Bank Transfer,Weekly,52,0.7884615384615384,1932,1,0.6,High,4.137255467226105,0.39315931987184205,High,Gold
438,45,Male,Jewelry,Accessories,50,New Mexico,M,Peach,Summer,2.6,Yes,Next Day Air,Yes,41,PayPal,Annually,1,10.0,2100,1,0.6,Low,1.1032831501841733,0.03763032342961048,High,Gold
439,52,Male,Belt,Accessories,23,Iowa,M,Turquoise,Winter,4.3,Yes,Express,Yes,12,Credit Card,Fortnightly,26,0.46153846153846156,299,1,0.6,High,0.5832047102908992,-0.11410327098351525,Medium,Bronze
440,62,Male,Jacket,Outerwear,50,Idaho,M,Turquoise,Summer,3.4,Yes,Free Shipping,Yes,31,Cash,Monthly,12,2.5833333333333335,1600,1,0.6,Medium,1.0654901045657308,-0.8116416012975267,High,Gold
441,20,Male,Shirt,Clothing,89,Oklahoma,XL,Maroon,Winter,3.5,Yes,Store Pickup,Yes,34,Debit Card,Fortnightly,26,1.3076923076923077,3115,1,0.6,Medium,2.105999019914507,-1.0104009295381209,High,Platinum
442,43,Male,Hoodie,Clothing,81,Florida,M,Maroon,Winter,4.2,Yes,Standard,Yes,32,Credit Card,Annually,1,10.0,2673,1,0.6,High,0.4803218417017884,2.279816245403583,Medium,Platinum
443,29,Male,Sunglasses,Accessories,69,Michigan,M,Olive,Fall,3.8,Yes,Store Pickup,Yes,31,Credit Card,Quarterly,4,7.75,2208,1,0.6,Medium,0.5895728783630749,1.121518619805805,Medium,Gold
444,22,Male,Sunglasses,Accessories,67,Hawaii,M,Magenta,Summer,3.6,Yes,Free Shipping,Yes,24,PayPal,Annually,1,10.0,1675,1,0.6,Medium,-0.07342154361588715,1.4389965246633434,Medium,Gold
445,48,Male,Dress,Clothing,20,California,M,Red,Summer,4.3,Yes,Store Pickup,Yes,31,Debit Card,Annually,1,10.0,640,1,0.6,High,0.41110391853707895,2.419952865526956,Medium,Bronze
446,42,Male,Boots,Footwear,29,Iowa,M,Olive,Fall,4.9,Yes,Standard,Yes,18,Venmo,Annually,1,10.0,551,1,0.6,High,-0.48872908260414394,3.260772586267197,Low,Bronze
447,19,Male,Shirt,Clothing,74,West Virginia,M,Silver,Summer,4.1,Yes,Store Pickup,Yes,15,Venmo,Monthly,12,1.25,1184,1,0.6,High,-0.04199666606962027,-0.1849081612364531,Medium,Silver
448,60,Male,Shorts,Clothing,82,Washington,S,Turquoise,Spring,3.6,Yes,Standard,Yes,7,Bank Transfer,Quarterly,4,1.75,656,1,0.6,Medium,-1.071657277589952,-0.7527576740523668,Low,Bronze
449,32,Male,Gloves,Accessories,23,Missouri,M,Yellow,Summer,3.4,Yes,Next Day Air,Yes,35,Bank Transfer,Fortnightly,26,1.3461538461538463,828,1,0.6,Medium,2.1752169430792163,-1.1403195813691134,High,Silver
450,26,Male,Jewelry,Accessories,45,New York,L,Peach,Summer,2.9,Yes,2-Day Shipping,Yes,35,Bank Transfer,Monthly,12,2.9166666666666665,1620,1,0.6,Low,1.3423617972245687,-1.4237689767137585,High,Gold
451,25,Male,Boots,Footwear,21,Connecticut,L,Beige,Summer,2.7,Yes,Store Pickup,Yes,19,Credit Card,Monthly,12,1.5833333333333333,420,1,0.6,Low,0.23487502658921744,-2.0582651177630433,Medium,Bronze
452,66,Male,Jewelry,Accessories,31,Virginia,M,Pink,Summer,4.3,Yes,Express,Yes,26,Credit Card,Fortnightly,26,1.0,837,1,0.6,High,1.5522556345968315,0.02894828510981773,High,Silver
453,45,Male,Pants,Clothing,45,Missouri,M,Violet,Summer,3.8,Yes,Express,Yes,39,PayPal,Fortnightly,26,1.5,1800,1,0.6,Medium,2.4520886357380545,-0.5389012277060966,High,Gold
454,54,Male,Jewelry,Accessories,56,Nebraska,XL,Peach,Winter,2.8,Yes,Next Day Air,Yes,22,Credit Card,Weekly,52,0.4230769230769231,1288,1,0.6,Low,2.8221149270966253,-2.226370541126496,High,Silver
455,37,Male,Jacket,Outerwear,97,New Jersey,S,Gold,Summer,3.2,Yes,Next Day Air,Yes,14,Cash,Bi-Weekly,26,0.5384615384615384,1455,1,0.6,Medium,0.7216405566203181,-1.6351701557558593,Medium,Gold
456,54,Male,Blouse,Clothing,100,Utah,XL,Gold,Fall,3.6,Yes,Store Pickup,Yes,50,Debit Card,Fortnightly,26,1.9230769230769231,5100,1,0.6,Medium,3.2134857905498584,-0.7067768167366526,High,Platinum
457,50,Male,Blouse,Clothing,96,North Carolina,S,Indigo,Fall,4.0,Yes,2-Day Shipping,Yes,33,Credit Card,Quarterly,4,8.25,3264,1,0.6,Medium,0.7280087246924938,1.5346254478535037,Medium,Platinum
458,25,Male,Gloves,Accessories,99,Rhode Island,M,Blue,Spring,4.9,Yes,Next Day Air,Yes,48,Debit Card,Quarterly,4,10.0,4851,1,0.6,High,1.7662775721631356,3.260772586267197,High,Platinum
459,47,Male,Shorts,Clothing,91,Arkansas,L,Black,Winter,4.0,Yes,2-Day Shipping,Yes,48,PayPal,Monthly,12,4.0,4459,1,0.6,Medium,2.2421947983657917,0.4055399515454108,High,Platinum
460,63,Male,Hat,Accessories,30,Maryland,L,Black,Winter,3.8,Yes,Standard,Yes,27,PayPal,Fortnightly,26,1.0384615384615385,840,1,0.6,Medium,1.621473557761541,-0.6615168472146679,High,Silver
461,64,Male,Shoes,Footwear,65,South Carolina,L,Teal,Summer,3.8,Yes,Store Pickup,Yes,27,Bank Transfer,Weekly,52,0.5192307692307693,1820,1,0.6,Medium,3.1682045429201726,-0.7994594191618104,High,Gold
462,18,Male,Boots,Footwear,93,Ohio,M,Yellow,Winter,3.9,Yes,Express,Yes,20,Venmo,Weekly,52,0.38461538461538464,1953,1,0.6,Medium,2.683679080767207,-0.6950856880617703,High,Gold
463,59,Male,Jacket,Outerwear,81,Illinois,M,White,Fall,3.3,Yes,Express,Yes,48,Venmo,Quarterly,4,10.0,3969,1,0.6,Medium,1.7662775721631356,1.018586664293223,High,Platinum
464,37,Male,Jewelry,Accessories,81,Georgia,S,Orange,Summer,2.7,Yes,Standard,Yes,29,Venmo,Weekly,52,0.5576923076923077,2430,1,0.6,Low,3.3066403892495915,-2.3307442722265352,High,Platinum
465,23,Male,Sunglasses,Accessories,52,Alabama,M,Silver,Winter,4.7,Yes,Next Day Air,Yes,45,PayPal,Monthly,12,3.75,2392,1,0.6,High,2.034541028871663,1.320079498508548,High,Platinum
466,54,Male,Skirt,Clothing,88,Oklahoma,M,Pink,Summer,2.8,Yes,Next Day Air,Yes,25,Cash,Quarterly,4,6.25,2288,1,0.6,Low,0.17426533937481825,-0.6783483448307843,Medium,Platinum
467,38,Male,Jeans,Clothing,24,Vermont,L,Turquoise,Winter,4.6,Yes,Free Shipping,Yes,25,PayPal,Weekly,52,0.4807692307692308,624,1,0.6,High,3.0297686965907538,0.3114155735327947,High,Bronze
468,19,Male,Backpack,Accessories,51,Nebraska,S,Orange,Spring,4.5,Yes,2-Day Shipping,Yes,37,Debit Card,Quarterly,4,9.25,1938,1,0.6,High,1.0048804173513317,2.5009757240722745,High,Gold
469,34,Male,Backpack,Accessories,38,Georgia,S,Peach,Fall,5.0,Yes,Free Shipping,Yes,16,Cash,Quarterly,4,4.0,646,1,0.6,High,-0.4486959691075669,1.8069061527791437,Medium,Bronze
470,21,Male,Shorts,Clothing,46,Alabama,L,Pink,Fall,4.1,Yes,2-Day Shipping,Yes,30,Debit Card,Bi-Weekly,26,1.1538461538461537,1426,1,0.6,High,1.8291273272556694,-0.21045308196740548,High,Gold
471,50,Male,Dress,Clothing,63,Minnesota,L,Teal,Summer,4.6,Yes,Express,Yes,6,Cash,Quarterly,4,1.5,441,1,0.6,High,-1.1408752007546612,0.5821917332808894,Low,Bronze
472,55,Male,Scarf,Accessories,72,Missouri,XL,White,Winter,4.9,Yes,2-Day Shipping,Yes,36,Bank Transfer,Quarterly,4,9.0,2664,1,0.6,High,0.9356624941866222,2.995105410665292,High,Platinum
473,20,Male,Jeans,Clothing,39,Georgia,L,Gray,Winter,3.9,Yes,Free Shipping,Yes,3,Bank Transfer,Quarterly,4,0.75,156,1,0.6,Medium,-1.3485289702487897,-0.5980149892841514,Low,Bronze
474,34,Male,Coat,Outerwear,42,West Virginia,L,Olive,Spring,3.9,Yes,Store Pickup,Yes,29,PayPal,Quarterly,4,7.25,1260,1,0.6,Medium,0.45113703203365607,1.1288216521282264,Medium,Silver
475,62,Male,Sweater,Clothing,76,Arkansas,XL,Maroon,Summer,2.6,Yes,2-Day Shipping,Yes,15,Cash,Quarterly,4,3.75,1216,1,0.6,Low,-0.5179138922722761,-1.6227895240822912,Low,Silver
476,21,Male,Sneakers,Footwear,66,Ohio,L,Magenta,Summer,2.7,Yes,Free Shipping,Yes,18,Debit Card,Annually,1,10.0,1254,1,0.6,Low,-0.48872908260414394,0.17776694355298406,Low,Silver
477,21,Male,Scarf,Accessories,90,Connecticut,M,Magenta,Spring,3.5,Yes,Free Shipping,Yes,2,Debit Card,Fortnightly,26,0.07692307692307693,270,1,0.6,Medium,-0.10897452135619545,-1.3373759148943107,Medium,Bronze
478,42,Male,Sweater,Clothing,56,North Dakota,M,Green,Summer,3.7,Yes,Free Shipping,Yes,49,Debit Card,Weekly,52,0.9423076923076923,2800,1,0.6,Medium,4.690998852543781,-0.8271983880689929,High,Platinum
479,35,Male,Jewelry,Accessories,43,Kansas,XL,Turquoise,Winter,3.2,Yes,Free Shipping,Yes,48,Venmo,Annually,1,10.0,2107,1,0.6,Medium,1.5878086123371395,0.8784500441698504,High,Gold
480,39,Male,Handbag,Accessories,84,Iowa,L,Yellow,Winter,3.3,Yes,Store Pickup,Yes,43,Venmo,Monthly,12,3.5833333333333335,3696,1,0.6,Medium,1.8961051825422441,-0.6861110458189958,High,Platinum
481,68,Male,Hoodie,Clothing,88,Vermont,M,Gray,Summer,4.8,Yes,Standard,Yes,30,Debit Card,Bi-Weekly,26,1.1538461538461537,2728,1,0.6,High,1.8291273272556694,0.7705032588962079,High,Platinum
482,46,Male,Hat,Accessories,88,Wisconsin,L,Peach,Fall,3.2,Yes,2-Day Shipping,Yes,10,PayPal,Fortnightly,26,0.38461538461538464,968,1,0.6,Medium,0.4447688639614803,-1.6760420289253828,Medium,Silver
483,41,Male,Belt,Accessories,42,Connecticut,M,Yellow,Winter,2.5,Yes,2-Day Shipping,Yes,11,Venmo,Annually,1,10.0,504,1,0.6,Low,-0.9732545447571099,-0.10250629669376288,Low,Bronze
484,23,Male,Hoodie,Clothing,73,Oklahoma,M,White,Fall,3.9,Yes,Store Pickup,Yes,12,Debit Card,Weekly,52,0.23076923076923078,949,1,0.6,Medium,2.129935695449531,-0.735957561231294,High,Silver
485,68,Male,Hat,Accessories,73,Missouri,L,Lavender,Summer,4.7,Yes,Free Shipping,Yes,28,Bank Transfer,Quarterly,4,7.0,2117,1,0.6,High,0.38191910886894664,2.183497819214737,Medium,Gold
486,48,Male,Shoes,Footwear,44,Tennessee,S,Blue,Spring,2.6,Yes,Next Day Air,Yes,36,Debit Card,Fortnightly,26,1.3846153846153846,1628,1,0.6,Low,2.244434866243926,-2.2511945740637187,High,Gold
487,38,Male,Sandals,Footwear,63,New Mexico,M,Charcoal,Fall,2.8,Yes,Store Pickup,Yes,37,Venmo,Quarterly,4,9.25,2394,1,0.6,Low,1.0048804173513317,0.11865318197492858,High,Platinum
488,41,Male,Jacket,Outerwear,68,Iowa,L,Red,Winter,4.4,Yes,Store Pickup,Yes,22,Credit Card,Quarterly,4,5.5,1564,1,0.6,High,-0.03338843011931014,1.3645871954417608,Medium,Gold
489,58,Male,Sweater,Clothing,29,Maine,L,Olive,Spring,4.6,Yes,Standard,Yes,32,Venmo,Weekly,52,0.6153846153846154,957,1,0.6,High,3.51429415874372,0.34717846255612794,High,Silver
490,49,Male,Socks,Clothing,85,South Dakota,M,Green,Summer,3.2,Yes,Standard,Yes,40,PayPal,Annually,1,10.0,3485,1,0.6,Medium,1.0340652270194641,0.8784500441698504,High,Platinum
491,57,Male,Sneakers,Footwear,42,Colorado,M,Silver,Winter,4.2,Yes,2-Day Shipping,Yes,47,Cash,Monthly,12,3.9166666666666665,2016,1,0.6,High,2.172976875201082,0.663674260491999,High,Gold
492,49,Male,Coat,Outerwear,69,Vermont,M,Silver,Summer,3.8,Yes,2-Day Shipping,Yes,24,Credit Card,Bi-Weekly,26,0.9230769230769231,1725,1,0.6,Medium,1.4138197882674126,-0.6921707520918106,High,Gold
493,50,Male,Shirt,Clothing,62,Michigan,M,Black,Fall,3.9,Yes,Standard,Yes,11,Debit Card,Weekly,52,0.21153846153846154,744,1,0.6,Medium,2.0607177722848213,-0.7410665453774845,High,Silver
494,28,Male,Backpack,Accessories,48,Nevada,XL,Red,Summer,4.7,Yes,Store Pickup,Yes,19,Cash,Bi-Weekly,26,0.7307692307692307,960,1,0.6,High,1.0677301724438653,0.5179689875566448,High,Silver
495,38,Male,Boots,Footwear,68,Indiana,M,Indigo,Winter,4.5,Yes,Express,Yes,42,Debit Card,Weekly,52,0.8076923076923077,2924,1,0.6,High,4.206473390390815,0.2581316838946598,High,Platinum
496,33,Male,Handbag,Accessories,36,Michigan,XL,Cyan,Fall,3.3,Yes,Free Shipping,Yes,6,Debit Card,Fortnightly,26,0.23076923076923078,252,1,0.6,Medium,0.1678971713026426,-1.5767772819715338,Medium,Bronze
497,30,Male,Dress,Clothing,63,California,S,Maroon,Fall,3.3,Yes,Express,Yes,31,Venmo,Fortnightly,26,1.1923076923076923,2016,1,0.6,Medium,1.8983452504203786,-1.3213280746620104,High,Gold
498,43,Male,Sneakers,Footwear,39,Oklahoma,S,Silver,Winter,4.6,Yes,Free Shipping,Yes,31,Cash,Weekly,52,0.5961538461538461,1248,1,0.6,High,3.4450762355790108,0.3420694784099375,High,Silver
499,43,Male,Boots,Footwear,78,Iowa,M,Lavender,Spring,3.6,Yes,Free Shipping,Yes,27,Bank Transfer,Monthly,12,2.25,2184,1,0.6,Medium,0.7886184119068931,-0.6199240862514147,Medium,Gold
500,36,Male,Shoes,Footwear,99,Rhode Island,L,Silver,Winter,4.8,Yes,Express,Yes,24,PayPal,Monthly,12,2.0,2475,1,0.6,High,0.5809646424127647,0.9952985613285884,Medium,Platinum
501,36,Male,T-shirt,Clothing,31,Washington,L,Purple,Fall,4.8,Yes,Next Day Air,Yes,35,Venmo,Quarterly,4,8.75,1116,1,0.6,High,0.8664445710219127,2.7885519966414423,High,Silver
502,64,Male,Boots,Footwear,45,Florida,M,Cyan,Spring,2.9,Yes,Next Day Air,Yes,21,Venmo,Annually,1,10.0,990,1,0.6,Low,-0.28107531311001566,0.4580401837997301,Medium,Silver
503,59,Male,Pants,Clothing,30,South Carolina,S,Cyan,Fall,2.8,Yes,Express,Yes,8,PayPal,Fortnightly,26,0.3076923076923077,270,1,0.6,Low,0.30633301763206144,-2.2570244460036384,Medium,Bronze
504,55,Male,Shoes,Footwear,24,West Virginia,M,Lavender,Summer,3.2,Yes,Next Day Air,Yes,26,Bank Transfer,Quarterly,4,6.5,648,1,0.6,Medium,0.24348326253952768,-0.05138507043681462,Medium,Bronze
505,42,Male,Shoes,Footwear,22,Missouri,M,Maroon,Winter,3.9,Yes,Free Shipping,Yes,26,PayPal,Annually,1,10.0,594,1,0.6,Medium,0.0650143027135317,1.859406385033463,Medium,Bronze
506,61,Male,T-shirt,Clothing,63,Maine,L,Gray,Spring,4.3,Yes,Express,Yes,9,Cash,Bi-Weekly,26,0.34615384615384615,630,1,0.6,High,0.37555094079677087,-0.14475717586065806,Medium,Bronze
507,28,Male,Scarf,Accessories,40,Georgia,M,Olive,Fall,2.7,Yes,2-Day Shipping,Yes,48,Debit Card,Annually,1,10.0,1960,1,0.6,Low,1.5878086123371395,0.17776694355298406,High,Gold
508,65,Male,Shorts,Clothing,20,Maine,M,Magenta,Spring,5.0,Yes,Store Pickup,Yes,33,Debit Card,Fortnightly,26,1.2692307692307692,680,1,0.6,High,2.0367810967497975,1.0814304040200975,High,Silver
509,27,Male,Jewelry,Accessories,20,Illinois,S,Yellow,Winter,3.7,Yes,Store Pickup,Yes,31,PayPal,Quarterly,4,7.75,640,1,0.6,Medium,0.5895728783630749,0.9813819996824321,Medium,Bronze
510,41,Male,T-shirt,Clothing,80,Delaware,L,Cyan,Summer,3.9,Yes,Free Shipping,Yes,17,Debit Card,Weekly,52,0.3269230769230769,1440,1,0.6,Medium,2.4760253112730783,-0.7104126405003417,High,Gold
